lga_id,year,primary_barriers,recommendation
zamfara__gusau,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
lagos__lagos_mainland,2018,Multiple moderate access barriers,Maintain services and improve care quality
katsina__kaita,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__minjibir,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__ini,2018,Multiple moderate access barriers,Maintain services and improve care quality
zamfara__talata_mafara,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kebbi__gwandu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
zamfara__birnin_magaji-kiyaw,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__shanono,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__rogo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__batsari,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__eket,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__okobo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__kano_municipal,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
yobe__bursari,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kebbi__maiyama,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
lagos__lagos_island,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__madobi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__miga,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__rimi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__gabasawa,2018,Multiple moderate access barriers,Maintain services and improve care quality
kebbi__aleiro,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__ungogo,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
sokoto__tambuwal,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kebbi__jega,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__katsina,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__dawakin_kudu,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kebbi__arewa_dandi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
akwa_ibom__etim_ekpo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__albasu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
borno__marte,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__kumbotso,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__kazaure,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__malumfashi,2018,Multiple moderate access barriers,Maintain services and improve care quality
enugu__udi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
jigawa__dutse,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__gwaram,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__zangon_kataf,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__kiyawa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
bauchi__zaki,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
rivers__opobo/nkoro,2018,Low facility density,Monitor barriers and coordinate targeted interventions
bauchi__shira,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
bauchi__dass,2018,Multiple moderate access barriers,Maintain services and improve care quality
enugu__enugu_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
jigawa__buji,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__ukanafun,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
niger__agaie,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__bagwai,2018,Multiple moderate access barriers,Maintain services and improve care quality
kaduna__kajuru,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
niger__katcha,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__kafur,2018,Multiple moderate access barriers,Maintain services and improve care quality
kebbi__wasagu-danko,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
niger__bida,2018,Multiple moderate access barriers,Maintain services and improve care quality
bauchi__kirfi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kebbi__dandi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kebbi__bagudu,2018,Elevated under-5 mortality indicators,Priority for mobile clinic outreach and infrastructure support
katsina__kankara,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
bauchi__itas/gadau,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
lagos__apapa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ondo__ondo_east,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
bauchi__warji,2018,Multiple moderate access barriers,Maintain services and improve care quality
bauchi__katagum,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__mani,2018,Multiple moderate access barriers,Maintain services and improve care quality
kaduna__sanga,2018,Multiple moderate access barriers,Maintain services and improve care quality
bauchi__bogoro,2018,Multiple moderate access barriers,Maintain services and improve care quality
yobe__fika,2018,Multiple moderate access barriers,Maintain services and improve care quality
fct__kuje,2018,Multiple moderate access barriers,Maintain services and improve care quality
jigawa__sule_tankarkar,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
oyo__ibadan_north_east,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__bindawa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kwara__ilorin_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
bauchi__gamawa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__kafin_hausa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ogun__ado_odo/ota,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__garko,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__kubau,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
taraba__wukari,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__gwarzo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__oyigbo,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__ughelli_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
kebbi__fakai,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__kaugama,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
edo__esan_central,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__goronyo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__ibarapa_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
edo__ikpoba-okha,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
enugu__awgu,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__olorunsogo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kogi__kabba/bunu,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
bauchi__ningi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
taraba__kurmi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__bakori,2018,Elevated under-5 mortality indicators,Maintain services and improve care quality
akwa_ibom__nsit_atai,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__kankia,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__gagarawa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
bauchi__giade,2018,Multiple moderate access barriers,Maintain services and improve care quality
edo__iguegben,2018,Multiple moderate access barriers,Maintain services and improve care quality
ondo__akure_north,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
rivers__khana,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__oruk_anam,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
bauchi__misau,2018,Multiple moderate access barriers,Maintain services and improve care quality
bayelsa__kolokuma/opokuma,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__karaye,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
bayelsa__sagbama,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__garki,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__mai'adua,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ebonyi__ezza_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
taraba__ibi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kogi__omala,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ondo__ile_oluji/okeigbo,2018,Multiple moderate access barriers,Maintain services and improve care quality
katsina__baure,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__dutsin_ma,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
edo__uhunmwonde,2018,Multiple moderate access barriers,Maintain services and improve care quality
jigawa__taura,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
delta__ughelli_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
edo__orhionmwon,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__soba,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
yobe__karasuwa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ondo__ondo_west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
delta__ika_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
ekiti__oye,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__bichi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
fct__kwali,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__oyo_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
katsina__kusada,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
jigawa__roni,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
bauchi__toro,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ondo__akure_south,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__igabi,2018,Low facility density,Monitor barriers and coordinate targeted interventions
kogi__okene,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
anambra__onitsha_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__agatu,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__dala,2018,Multiple moderate access barriers,Maintain services and improve care quality
zamfara__anka,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__tofa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__ingawa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
delta__uvwie,2018,Multiple moderate access barriers,Maintain services and improve care quality
ondo__idanre,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__okpe,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
anambra__anambra_west,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
lagos__mushin,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__shagamu,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__biase,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__gaya,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__charanchi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
edo__etsako_central,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
bauchi__darazo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kogi__ijumu,2018,Multiple moderate access barriers,Maintain services and improve care quality
kwara__irepodun,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__egbeda,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ondo__akoko_south_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
katsina__faskari,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__makarfi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
delta__udu,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__bunkure,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__funtua,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__dambatta,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
yobe__jakusko,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__gwale,2018,Multiple moderate access barriers,Maintain services and improve care quality
jigawa__babura,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
delta__sapele,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__ika_north_east,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
lagos__surulere,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__garun_malam,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kwara__offa,2018,Multiple moderate access barriers,Maintain services and improve care quality
lagos__shomolu,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__makoda,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__rimin_gado,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
yobe__yusufari,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kogi__bassa,2018,Elevated under-5 mortality indicators,Maintain services and improve care quality
jigawa__jahun,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__kurfi,2018,Multiple moderate access barriers,Maintain services and improve care quality
edo__esan_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
kaduna__kaduna_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
katsina__daura,2018,Multiple moderate access barriers,Maintain services and improve care quality
taraba__gassol,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
jigawa__auyo,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__wudil,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kaduna__ikara,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ondo__ifedore,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__lavun,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
sokoto__dange_shuni,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ogun__yewa_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
zamfara__tsafe,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kwara__ekiti,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kebbi__zuru,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kogi__yagba_west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kogi__kogi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kogi__olamaboro,2018,Multiple moderate access barriers,Maintain services and improve care quality
ondo__odigbo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
lagos__agege,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__kibiya,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kwara__isin,2018,Multiple moderate access barriers,Maintain services and improve care quality
kaduna__sabon_gari,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__malam_madori,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kogi__lokoja,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
osun__ede_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
kaduna__giwa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ekiti__ikole,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__kunchi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__guri,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
zamfara__maru,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
gombe__dukku,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
sokoto__wamakko,2018,Multiple moderate access barriers,Maintain services and improve care quality
kwara__oke_ero,2018,Multiple moderate access barriers,Maintain services and improve care quality
lagos__oshodi/isolo,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__abadam,2018,Limited facility proximity coverage,Monitor barriers and coordinate targeted interventions
ekiti__moba,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
fct__gwagwalada,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__kagarko,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
fct__abaji,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
taraba__sardauna,2018,Multiple moderate access barriers,Maintain services and improve care quality
kebbi__shanga,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__birnin_gwari,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kebbi__ngaski,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kaduna__chikun,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kebbi__yauri,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kaduna__kauru,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
adamawa__demsa,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__umuahia_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__obokun,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__owerri_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__nasarawa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
anambra__idemili_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__aba_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__odeda,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__ijebu_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__okpokwu,2018,Multiple moderate access barriers,Maintain services and improve care quality
gombe__shomgom,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ekiti__ado-ekiti,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__ahiazu-mbaise,2018,Multiple moderate access barriers,Maintain services and improve care quality
kogi__ankpa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
imo__nkwerre,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__apa,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__kwande,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__ikom,2018,Multiple moderate access barriers,Maintain services and improve care quality
ekiti__ido-osi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
abia__ukwa_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__ukwa_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__nnewi_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__bende,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__okigwe,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
bauchi__jama'are,2018,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__kokona,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__mafa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
gombe__akko,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
benue__ushongo,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__ehime-mbano,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
imo__ideato_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ife_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__oyi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ekiti__ekiti_south-west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
anambra__ayamelum,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
imo__aboh-mbaise,2018,Multiple moderate access barriers,Maintain services and improve care quality
ekiti__ilejemeje,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
imo__mbatoli,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
cross_river__akamkpa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
abia__obi_nwga,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__logo,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__guma,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__ogoja,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__ohafia,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__orumba_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__ado,2018,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__toto,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
osun__egbedore,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__owerri_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__idemili_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__isiala-ngwa_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
gombe__funakaye,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
benue__katsina-ala,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__mokwa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
abia__aba_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__edati,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__odogbolu,2018,Multiple moderate access barriers,Maintain services and improve care quality
gombe__balanga,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ogun__ijebu_north_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__oturkpo,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__abi,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__ideato_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__oriade,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__illela,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
imo__nwangele,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
osun__ife_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__obanliku,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__onuimo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
plateau__qua'an_pan,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__ngor-okpala,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ona_ara,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
enugu__igbo-eze_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__oju,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__boluwaduro,2018,Multiple moderate access barriers,Maintain services and improve care quality
zamfara__shinkafi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
imo__orsu,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__anaocha,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__bekwarra,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__umu-nneochi,2018,Multiple moderate access barriers,Maintain services and improve care quality
ondo__ose,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
anambra__nnewi_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
ondo__akoko_north_west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
osun__ilesha_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__njikoka,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__ohaji/egbema,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
gombe__gombe,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__owerri_municipal,2018,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__keana,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ebonyi__ohaukwu,2018,Multiple moderate access barriers,Maintain services and improve care quality
ekiti__gbonyin,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__isiala_mbano,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ekiti__irepodun/ifelodun,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
imo__obowo,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__isuikwuato,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__makurdi,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__gboko,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ife_central,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__isiala-ngwa_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__yakurr,2018,Multiple moderate access barriers,Maintain services and improve care quality
gombe__billiri,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__dunukofia,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__osisioma_ngwa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
osun__ola_oluwa,2018,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__wamba,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__boripe,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__yala,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__aguata,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__calabar_municipal,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__onitsha_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__ukum,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__isa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ogun__ogun_waterside,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ifelodun,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
abia__arochukwu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ogun__ijebu_ode,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__magumeri,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
cross_river__boki,2018,Multiple moderate access barriers,Maintain services and improve care quality
gombe__kwami,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ekiti__ekiti_east,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kwara__moro,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__ezinihitte,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__kala_balge,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
nasarawa__awe,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
osun__orolu,2018,Multiple moderate access barriers,Maintain services and improve care quality
